V4_ID,v3_ID,Gene_symbol,full_name,v4_source,v3_source,Chromosome,Start,End,
Zm00001d052266,,umc1476,,,,Chr4,"185,249,435","185,254,161",
Zm00001d026063,GRMZM2G016477,umc1477,,,,Chr10,"137,333,892","137,337,401",
Zm00001d028695,GRMZM2G042032,umc1479,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"43,355,977","43,359,324",
Zm00001d016756,GRMZM2G037865,umc1482,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr5,"175,026,874","175,027,977",
Zm00001d008433,GRMZM5G872442,umc1483,,,,Chr8,"8,627,115","8,631,237",
Zm00001d027630,GRMZM2G107532,umc1484,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"9,488,000","9,492,140",
Zm00001d032132,GRMZM2G389567,umc1486,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"214,041,360","214,041,602",
Zm00001d043613,GRMZM2G077307,umc1489,,,,Chr3,"205,192,540","205,198,352",
Zm00001d038885,GRMZM2G174741,umc1490,,,,Chr6,"166,378,953","166,383,380",
Zm00001d012818,GRMZM2G019866,umc1491,,,,Chr5,"845,040","846,051",
Zm00001d047191,GRMZM2G151387,umc1492,,,,Chr9,"121,460,581","121,466,033",
,GRMZM2G161154,umc1495,,,,Chr3,"19,835,198","19,836,420",
Zm00001d034360,GRMZM2G069218,umc1500,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"290,672,852","290,677,815",
Zm00001d042043,GRMZM6G542104,umc1501,,,,Chr3,"148,439,507","148,444,239",
Zm00001d040691,GRMZM2G034855,umc1504,,,,Chr3,"58,480,096","58,484,905",
Zm00001d025946,GRMZM2G057084,umc1506,,,,Chr10,"134,457,486","134,477,101",
Zm00001d025793,GRMZM2G071518,umc1507,,,,Chr10,"129,804,930","129,812,444",
Zm00001d048841,GRMZM2G154523,umc1509,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"6,223,611","6,225,506",
Zm00001d050368,GRMZM2G004878,umc1511,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr4,"84,247,503","84,248,847",
Zm00001d017629,AC185464.3_FG003,umc1524,,Not found in NCBI Unigenes,v3 low confidence,Chr5,"202,544,328","202,544,770",
Zm00001d034595,GRMZM5G831951,umc1538a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"297,417,890","297,419,492",
Zm00001d003328,GRMZM2G124079,umc1541,,,,Chr2,"40,259,439","40,260,926",
Zm00001d024722,GRMZM2G101926,umc155,,,,Chr10,"85,123,160","85,131,753",
Zm00001d034410,GRMZM2G371210,umc1553,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"292,172,345","292,176,235",
Zm00001d006470,GRMZM2G002879,umc1554,,,,Chr2,"209,230,535","209,236,917",
Zm00001d014141,GRMZM2G133895,umc1557a,,,,Chr5,"34,046,773","34,051,266",
Zm00001d029803,GRMZM2G047187,umc1558,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"87,586,799","87,591,619",
Zm00001d006461,GRMZM2G179459,umc1560,,,,Chr2,"208,886,176","208,891,521",
Zm00001d010840,GRMZM2G059693,umc1562,,,,Chr8,"129,739,531","129,743,950",
Zm00001d004322,GRMZM5G896902,umc1581,,,,Chr2,"103,034,940","103,035,607",
Zm00001d045517,GRMZM2G071602,umc1586,,,,Chr9,"25,249,729","25,252,528",
Zm00001d024926,GRMZM2G401883,umc1589,,,,Chr10,"95,315,410","95,315,850",
Zm00001d031279,GRMZM2G176962,umc1590,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"184,897,760","184,900,636",
Zm00001d015477,GRMZM2G083526,umc1591,,,,Chr5,"92,669,605","92,675,745",
Zm00001d044685,GRMZM2G107839,umc1594,,,,Chr3,"234,864,889","234,867,348",
Zm00001d013785,GRMZM2G124791,umc1597,,,,Chr5,"20,154,985","20,158,509",
Zm00001d052612,GRMZM2G013128,umc15a,,,,Chr4,"194,612,477","194,615,657",
Zm00001d030940,GRMZM2G038855,umc1601,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"168,453,787","168,458,127",
Zm00001d006865,GRMZM2G109120,umc1604,,,,Chr2,"218,158,310","218,159,847",
Zm00001d034865,GRMZM5G821637,umc1605,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"304,197,047","304,201,731",
Zm00001d035208,GRMZM2G301803,umc1606,,,,Chr6,"9,905,774","9,910,868",
,GRMZM2G033330,umc1607,,,low confidence,Chr8,"165,739,641","165,744,934",
Zm00001d039851,GRMZM5G871336,umc1608,,,,Chr3,"16,611,925","16,616,740",
Zm00001d014722,GRMZM2G098793,umc1609,,,,Chr5,"60,563,835","60,565,313",
Zm00001d030698,GRMZM2G132077,umc1611,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"154,144,314","154,144,817",
Zm00001d027288,GRMZM2G161560,umc1613,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"1,841,722","1,843,589",
Zm00001d034263,GRMZM2G472827,umc161a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"288,275,261","288,289,725",
,GRMZM5G801886,umc1626,,,withdrawn by NCBI,Chr1,"157,148,809","157,149,892",
Zm00001d009772,GRMZM2G156857,umc1627,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from: BT056224,Chr8,"80,442,196","80,442,981",
Zm00001d019002,GRMZM2G101024,umc1632,,,,Chr7,"12,662,001","12,662,237",
Zm00001d007076,GRMZM2G459363,umc1633,,,,Chr2,"221,755,305","221,756,948",
Zm00001d045468,GRMZM2G121333,umc1634,,,,Chr9,"23,320,699","23,323,957",
Zm00001d004138,GRMZM2G085086,umc1635,,,,Chr2,"85,736,310","85,737,686",
Zm00001d044528,GRMZM2G064031,umc1641,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"230,956,846","230,957,973",
Zm00001d053585,GRMZM2G121495,umc1650,,,,Chr4,"235,371,631","235,376,042",
Zm00001d049361,GRMZM5G852329,umc1652,,,,Chr4,"27,879,419","27,894,268",
Zm00001d039120,GRMZM2G438895,umc1653,,,,Chr6,"170,405,737","170,413,431",
Zm00001d005297,GRMZM2G083972,umc1658,,,,Chr2,"168,256,464","168,265,313",
Zm00001d012709,GRMZM2G160444,umc1663,,,,Chr8,"179,050,887","179,052,423",
Zm00001d048731,GRMZM2G037472,umc1669,,,,Chr4,"4,464,763","4,469,275",
Zm00001d018724,GRMZM2G044060,umc1672,,,,Chr7,"3,127,808","3,138,251",
Zm00001d012596,GRMZM2G139374,umc1673,,,,Chr8,"177,034,496","177,034,942",
Zm00001d048203,GRMZM2G004377,umc1675,,,,Chr9,"152,377,111","152,382,143",
Zm00001d013033,AC210013.4_FG018,umc1679,,,,Chr5,"3,492,135","3,493,834",
,GRMZM2G057958,umc1680,,,,Chr5,"197,642,033","197,643,571",
Zm00001d025576,,umc1697,,,,Chr10,"122,835,505","122,836,158",
Zm00001d045392,GRMZM2G131421,umc1698,,,,Chr9,"20,480,509","20,481,751",
Zm00001d051139,GRMZM2G125529,umc1702,,,,Chr4,"145,546,078","145,549,609",
Zm00001d022062,GRMZM2G165069,umc1708,,,,Chr7,"169,196,761","169,197,781",
Zm00001d021739,GRMZM2G008687,umc1710,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr7,"161,896,793","161,900,341",
Zm00001d028187,GRMZM2G107815,umc1711,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"25,755,280","25,759,748",
Zm00001d011093,GRMZM2G168590,umc1712,,,,Chr8,"138,778,868","138,779,863",
Zm00001d020820,AC208031.3_FG002,umc1713,,,,Chr7,"133,907,684","133,908,130",
Zm00001d032533,GRMZM2G171559,umc1715,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,LOC100383109 GRMZM2G171559 LOC100276185 --,Chr1,"229,829,797","229,830,137",
Zm00001d040111,GRMZM2G076029,umc1717a,,,,Chr3,"27,971,283","27,971,801",
Zm00001d027742,GRMZM2G472266,umc1723a,,,,Chr1,"12,448,970","12,449,458",
Zm00001d029918,GRMZM2G114667,umc1734,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"94,336,239","94,343,520",
Zm00001d010193,GRMZM2G164090,umc1735,,,,Chr8,"103,471,796","103,474,708",
Zm00001d034533,GRMZM2G082312,umc1737,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"295,778,554","295,782,540",
Zm00001d024763,GRMZM2G028104,umc1739,,,,Chr10,"87,102,320","87,104,398",
Zm00001d040026,GRMZM2G114552,umc1742,,,,Chr3,"23,369,523","23,371,202",
Zm00001d046705,GRMZM2G108570,umc1743,,,,Chr9,"102,973,154","102,975,747",
Zm00001d023024,GRMZM2G073155,umc1744,,"per Gramene, co-sequential in browser with 100276249 of NCBI (EHC Oct 2017)",In v3 browser. Not in v4 browser or NCBI Gene,Chr1,"298,324,508","298,325,351",
Zm00001d031555,GRMZM2G386209,umc1748,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"194,120,554","194,122,562",
Zm00001d017584,GRMZM2G481755,umc1752,,,,Chr5,"200,700,839","200,710,960",
Zm00001d005581,GRMZM2G398089,umc1755,,,,Chr2,"179,457,322","179,457,831",
Zm00001d048801,GRMZM5G877647,umc1757,,,,Chr4,"5,759,011","5,759,400",
Zm00001d043430,AC210193.4_FG002,umc1767,,,,Chr3,"199,604,217","199,605,056",
Zm00001d022057,GRMZM2G351469,umc1768,,,,Chr7,"169,126,925","169,127,242",
Zm00001d041438,GRMZM2G390374,umc1773,,,,Chr3,"119,806,037","119,835,241",
Zm00001d039304,GRMZM2G153138,umc1780,,,from: AY106313,Chr3,"1,395,539","1,402,948",
Zm00001d023856,GRMZM2G153206,umc1785,,,,Chr10,"25,214,019","25,214,375",
Zm00001d020425,GRMZM2G121189,umc1787,,,,Chr7,"113,229,367","113,230,312",
Zm00001d018610,GRMZM2G090824,umc1788a,,,,Chr7,"839,229","844,730",
Zm00001d048147,GRMZM2G008638,umc1789,,,,Chr9,"150,853,445","150,862,402",
Zm00001d029722,GRMZM2G125304,umc1790a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"84,139,123","84,145,156",
Zm00001d018322,GRMZM5G852886,umc1792,,,,Chr5,"218,451,446","218,451,973",
Zm00001d043737,GRMZM2G057283,umc17a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr3,"208,732,833","208,734,429",
Zm00001d009503,GRMZM2G314692,umc1807,,,,Chr8,"67,746,876","67,752,942",
Zm00001d052232,GRMZM2G021889,umc1808,,,,Chr4,"184,156,145","184,159,248",
Zm00001d031344,AC187262.4_FG007,umc1811,,,,Chr1,"186,836,238","186,837,506",
Zm00001d031227,GRMZM2G169451,umc1812,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"182,704,313","182,705,449",
Zm00001d044283,GRMZM2G117685,umc1813,,,,Chr3,"224,136,109","224,157,144",
Zm00001d008515,GRMZM2G049781,umc1817,,,,Chr8,"11,261,176","11,263,689",
Zm00001d034862,GRMZM2G058511,umc1819,,,,Chr1,"304,066,276","304,071,752",
Zm00001d016864,GRMZM2G421234,umc1822,,,,Chr5,"178,633,252","178,633,455",
Zm00001d029093,GRMZM2G069618,umc1849,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"57,594,777","57,598,573",
Zm00001d037051,GRMZM2G038691,umc1857,,,,Chr6,"110,497,827","110,502,466",
Zm00001d038489,GRMZM2G701206,umc1859,,,,Chr6,"158,517,969","158,522,683",
Zm00001d023646,GRMZM2G160279,umc1863,,,,Chr10,"13,500,284","13,504,618",
Zm00001d021446,GRMZM2G468376,umc1865,,,low confidence,Chr7,"152,372,379","152,379,941",
Zm00001d044839,GRMZM5G878346,umc1867,,,"NCBI: ""not in current annotation release""",Chr9,"4,689,770","4,691,044",
Zm00001d014862,GRMZM2G145088,umc1870,,,,Chr5,"66,015,077","66,024,385",
Zm00001d023198,,umc1877,,Not found in Entrez Gene Jan 2019,,Chr10,"146,950,198","146,950,671",
Zm00001d039453,GRMZM2G143235,umc1886,,,,Chr3,"4,745,784","4,752,166",
Zm00001d036901,GRMZM2G343570,umc1887,,,,Chr6,"105,967,882","105,968,998",
Zm00001d039367,GRMZM2G102770,umc1892,,,"Je et al., 2016",Chr3,"2,662,224","2,662,619",
Zm00001d052382,GRMZM2G306734,umc1899,,,,Chr4,"188,774,627","188,776,099",
Zm00001d052010,GRMZM2G125838,umc19,,,,Chr4,"176,412,462","176,414,889",
Zm00001d038480,,umc1912,,,,Chr6,"158,345,779","158,351,780",
Zm00001d008759,GRMZM2G032190,umc1913,,,,Chr8,"19,240,860","19,244,339",
Zm00001d029249,AC213099.3_FG001,umc1917,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"63,744,994","63,752,712",
Zm00001d031554,GRMZM5G896294,umc1919a,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"194,112,919","194,119,847",
Zm00001d032929,GRMZM2G057173,umc1924,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"243,530,719","243,532,173",
Zm00001d025846,GRMZM5G810727,umc1930,,,,Chr10,"131,474,854","131,478,746",
Zm00001d039273,GRMZM2G013201,umc1931,,,,Chr3,"900,767","901,685",
Zm00001d012576,GRMZM2G438299,umc1933,,,,Chr8,"176,841,565","176,842,545",
Zm00001d021699,GRMZM2G379780,umc1936,,,,Chr7,"160,630,274","160,633,278",
Zm00001d017649,GRMZM2G039725,umc1941,,,,Chr5,"203,055,160","203,056,830",
Zm00001d051268,GRMZM2G111015,umc1945,,,,Chr4,"151,295,170","151,303,295",
Zm00001d027589,GRMZM2G172758,umc1948,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"8,572,245","8,574,091",
Zm00001d004136,GRMZM2G084863,umc1949,,,,Chr2,"85,695,276","85,704,125",
Zm00001d050277,GRMZM2G166711,umc1953,,,,Chr4,"78,271,436","78,274,987",
Zm00001d032825,GRMZM2G067315,umc1955,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"239,383,321","239,384,004",
Zm00001d010866,GRMZM2G090963,umc1959,,,,Chr8,"131,137,504","131,151,595",
Zm00001d002200,GRMZM2G155217,umc1961,,,,Chr2,"8,145,079","8,148,406",
Zm00001d023858,GRMZM2G300969,umc1962,,,,Chr10,"25,245,123","25,248,808",
Zm00001d049400,GRMZM2G171311,umc1963,,,,Chr4,"29,282,763","29,284,915",
Zm00001d049766,GRMZM2G075496,umc1964,,,,Chr4,"43,845,346","43,848,071",
Zm00001d016705,GRMZM2G074017,umc1966,,,,Chr5,"173,179,372","173,180,406",
Zm00001d039328,AC194022.3_FG013,umc1970,,,,Chr3,"1,958,218","1,965,694",
Zm00001d042470,GRMZM2G113264,umc1973,,,,Chr3,"168,688,446","168,712,549",
Zm00001d008706,GRMZM2G026015,umc1974,,,,Chr8,"17,461,549","17,462,748",
Zm00001d028064,GRMZM2G162535,umc1976,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"21,883,821","21,884,689",
Zm00001d037609,,umc1979,,,,Chr6,"131,653,518","131,657,066",
Zm00001d048545,GRMZM5G891969,umc1982,,,,Chr9,"158,371,874","158,377,251",
,GRMZM2G045638,umc1983,,,not in v4 annotation release,Chr7,"108,562,826","108,563,609",
Zm00001d009797,GRMZM2G312877,umc1984,,,,Chr8,"81,867,264","81,868,166",
Zm00001d019123,GRMZM2G078656,umc1986,,,,Chr7,"17,937,714","17,949,491",
Zm00001d020926,GRMZM2G083894,umc1987a,,,,Chr7,"136,725,907","136,726,398",
Zm00001d016066,GRMZM2G120408,umc1990,,,,Chr5,"142,583,803","142,585,050",
Zm00001d033062,GRMZM5G842695,umc1991,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"249,131,104","249,134,119",
Zm00001d024893,GRMZM2G343291,umc1995,,,,Chr10,"93,373,491","93,373,802",
Zm00001d053300,GRMZM2G125342,umc1999,,,,Chr4,"224,942,731","224,952,442",
Zm00001d025747,GRMZM2G018441,umc2003,,,,Chr10,"128,273,093","128,275,437",
Zm00001d026591,GRMZM2G069389,umc2021,,,,Chr10,"148,626,427","148,628,853",
Zm00001d012931,GRMZM2G121826,umc2022,,,,Chr5,"2,173,189","2,178,440",
Zm00001d051448,GRMZM2G301585,umc2027,,,,Chr4,"159,031,088","159,035,197",
Zm00001d003648,GRMZM2G357660,umc2030,,,,Chr2,"51,941,038","51,950,006",
Zm00001d039967,GRMZM2G309897,umc2033,,,,Chr3,"21,008,384","21,010,566",
Zm00001d023453,GRMZM2G148404,umc2034,,,,Chr10,"6,068,261","6,068,701",
Zm00001d013908,GRMZM2G086237,umc2035,,,,Chr5,"24,406,779","24,412,871",
Zm00001d026014,GRMZM2G072121,umc2043,,,,Chr10,"136,038,819","136,049,423",
Zm00001d033451,GRMZM2G369130,umc2047,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"263,011,439","263,016,268",
Zm00001d035696,GRMZM5G846339,umc2056,,,,Chr6,"41,488,410","41,492,614",
Zm00001d039190,GRMZM2G156765,umc2059,,,,Chr6,"172,210,868","172,212,590",
Zm00001d023587,GRMZM5G803992,umc2069,,,,Chr10,"10,856,361","10,862,386",
Zm00001d007915,GRMZM2G098637,umc2077,,,,Chr2,"242,378,970","242,381,400",
Zm00001d003777,GRMZM2G406026,umc2079,,,,Chr2,"58,952,930","58,953,334",
Zm00001d044016,GRMZM5G861300,umc2081,,,,Chr3,"216,679,147","216,698,259",
Zm00001d049026,GRMZM2G010056,umc2082,,,,Chr4,"12,963,595","12,972,386",
Zm00001d007073,GRMZM2G327595,umc2085,,,,Chr2,"221,455,838","221,459,336",
Zm00001d020480,GRMZM2G013331,umc2092,,,,Chr7,"118,041,132","118,041,938",
Zm00001d037412,GRMZM2G174170,umc21,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr6,"124,820,011","124,826,714",
Zm00001d004986,GRMZM2G101867,umc2110,,,,Chr2,"152,282,189","152,291,110",
Zm00001d039252,GRMZM5G884242,umc2118,,,,Chr3,"563,497","566,145",
Zm00001d003905,GRMZM2G097747,umc2125,,,,Chr2,"66,707,941","66,708,477",
Zm00001d026610,GRMZM2G043776,umc2126,,,,Chr10,"148,918,576","148,922,432",
Zm00001d048301,GRMZM2G141084,umc2131,,,,Chr9,"154,161,995","154,167,015",
Zm00001d047762,GRMZM2G095868,umc2134,,,,Chr9,"141,201,656","141,214,861",
Zm00001d037828,GRMZM2G170646,umc2141,,,,Chr6,"138,946,987","138,948,206",
Zm00001d008929,GRMZM2G112686,umc2147,,,,Chr8,"25,814,902","25,818,467",
Zm00001d031637,GRMZM2G083551,umc2151,,,,Chr1,"197,049,256","197,052,349",
Zm00001d044261,GRMZM2G177693,umc2152,,,,Chr3,"223,242,084","223,246,369",
Zm00001d025875,GRMZM2G096090,umc2156,,,,Chr10,"132,297,753","132,300,224",
Zm00001d038554,GRMZM2G140805,umc2162,,,,Chr6,"159,783,705","159,785,565",
Zm00001d038991,GRMZM2G079583,umc2165,,,,Chr6,"168,305,998","168,308,728",
Zm00001d042510,GRMZM2G044584,umc2166,,,,Chr3,"170,140,197","170,148,964",
Zm00001d038751,GRMZM2G029546,umc2170,,,,Chr6,"163,857,513","163,860,102",
Zm00001d026489,GRMZM2G007477,umc2172,,,,Chr10,"146,944,932","146,946,110",
Zm00001d010240,GRMZM5G815808,umc2173,,,,Chr8,"105,682,069","105,684,075",
Zm00001d018628,GRMZM2G420772,umc2177,,,,Chr7,"1,371,039","1,371,678",
,GRMZM5G824689,umc2178,,,,Chr2,"170,163,012","170,163,393",
Zm00001d024802,GRMZM2G350693,umc2180,,,,Chr10,"88,718,249","88,718,494",
Zm00001d032873,GRMZM2G008290,umc2181,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"241,076,121","241,077,989",
Zm00001d007910,GRMZM5G860072,umc2184,,,,Chr2,"242,256,380","242,257,231",
Zm00001d028565,GRMZM2G007055,umc2185,,,,Chr1,"39,236,494","39,239,663",
Zm00001d001852,GRMZM2G068202,umc2186,,,"Noonan et al., 2017",Chr2,"1,946,284","1,947,096",
Zm00001d052668,GRMZM5G855894,umc2187a,,,,Chr4,"196,532,890","196,537,939",
Zm00001d052904,GRMZM2G098527,umc2188,,,,Chr4,"204,238,907","204,245,663",
Zm00001d033857,GRMZM2G401331,umc2189,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"276,045,738","276,047,507",
Zm00001d005454,GRMZM2G173809,umc2194,,,,Chr2,"174,826,099","174,827,859",
Zm00001d035235,GRMZM2G018885,umc2196,,,,Chr6,"16,089,925","16,093,478",
Zm00001d011543,GRMZM2G178886,umc2199,,,,Chr8,"154,129,779","154,130,258",
Zm00001d052978,GRMZM2G049055,umc2200,,,,Chr4,"207,028,261","207,031,432",
Zm00001d026475,GRMZM2G143499,umc2203,,,,Chr10,"146,663,667","146,667,358",
Zm00001d034977,GRMZM2G358540,umc2208,,,,Chr6,"663,669","664,313",
Zm00001d026012,GRMZM2G018027,umc2221,,,,Chr10,"135,966,636","135,967,690",
Zm00001d034097,GRMZM2G154828,umc2223,,,,Chr1,"283,965,374","283,967,072",
Zm00001d027731,GRMZM2G076062,umc2224,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"12,354,762","12,359,640",
Zm00001d028075,GRMZM2G114055,umc2226,,v4,,Chr1,"22,053,545","22,070,105",
Zm00001d029402,GRMZM2G412430,umc2227,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,Not joined with LOC100275478 in NCBI/Gene but is in MaizeGDB v4 browser (EHC June 15 2017),Chr1,"69,015,049","69,017,291",
Zm00001d029539,GRMZM2G125241,umc2228,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"75,377,980","75,379,495",
Zm00001d029667,GRMZM2G093962,umc2229,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"81,894,379","81,896,612",
Zm00001d030103,GRMZM2G070271,umc2230,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"105,862,947","105,867,700",
Zm00001d030751,GRMZM2G017170,umc2231,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"158,118,006","158,120,990",
Zm00001d030893,GRMZM5G878058,umc2232,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"166,141,957","166,148,221",
Zm00001d030915,GRMZM2G428216,umc2233,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"167,087,181","167,087,501",
Zm00001d031423,GRMZM2G441903,umc2234,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"189,593,205","189,593,937",
Zm00001d031539,GRMZM2G074270,umc2235,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"193,693,869","193,697,232",
Zm00001d031749,GRMZM2G017110,umc2236,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,from alignment to BT085675,Chr1,"200,686,322","200,689,932",
Zm00001d033149,GRMZM2G110298,umc2240,,,,Chr1,"252,129,992","252,138,538",
Zm00001d034526,GRMZM2G046267,umc2242,,,,Chr1,"295,637,409","295,638,131",
Zm00001d034761,GRMZM2G053299,umc2243,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"301,513,634","301,517,295",
Zm00001d034866,GRMZM5G876146,umc2244,,Gene model association inferred from similarity with B73 RefGen_v3 gene models,,Chr1,"304,245,991","304,249,075",
Zm00001d001789,GRMZM2G165535,umc2246,,,,Chr2,"954,829","957,763",
Zm00001d003062,GRMZM2G048366,umc2247,,,,Chr2,"30,966,715","30,969,433",
Zm00001d003139,GRMZM2G121256,umc2248,,,,Chr2,"33,432,820","33,434,209",
Zm00001d003482,GRMZM2G171296,umc2249,,,,Chr2,"45,486,187","45,486,462",
Zm00001d003462,GRMZM2G071714,umc2251,,,,Chr2,"45,036,162","45,039,212",
Zm00001d004972,,umc2252,,,,Chr2,"151,267,002","151,267,565",
Zm00001d005394,GRMZM5G872070,umc2253,,,,Chr2,"172,200,289","172,201,842",
Zm00001d039350,GRMZM2G062076,umc2257,,,,Chr3,"2,358,190","2,362,977",
Zm00001d040278,GRMZM2G122666,umc2261,,,,Chr3,"35,457,174","35,462,504",
Zm00001d040348,GRMZM2G138097,umc2262,,,,Chr3,"39,314,836","39,322,904",
,GRMZM2G135664,umc2264,,,,Chr3,"90,039,130","90,040,400",
Zm00001d042341,GRMZM2G044460,umc2265,,,,Chr3,"162,111,302","162,114,273",
Zm00001d042950,AC214448.3_FG007,umc2268,,,,Chr3,"184,713,010","184,714,362",
Zm00001d043058,GRMZM2G145753,umc2269,,,,Chr3,"187,676,643","187,680,474",
Zm00001d043196,GRMZM2G047384,umc2270,,,,Chr3,"191,229,836","191,232,310",
Zm00001d043444,GRMZM2G069694,umc2272,,,,Chr3,"200,352,833","200,354,707",
Zm00001d043615,GRMZM2G150450,umc2273,,,,Chr3,"205,274,303","205,276,402",
Zm00001d043898,GRMZM2G062121,umc2274,,,,Chr3,"213,265,745","213,266,609",
Zm00001d043900,GRMZM2G080499,umc2275,,,,Chr3,"213,325,562","213,341,325",
Zm00001d048590,GRMZM2G058868,umc2278,,,,Chr4,"818,674","819,621",
Zm00001d048671,GRMZM2G001169,umc2279,,,,Chr4,"3,088,195","3,089,163",
Zm00001d049619,GRMZM2G179976,umc2282,,,,Chr4,"37,784,246","37,786,605",
Zm00001d051272,GRMZM2G060357,umc2284,,,,Chr4,"151,408,424","151,411,182",
Zm00001d052494,GRMZM2G119175,umc2285,,,,Chr4,"191,353,211","191,358,538",
Zm00001d052903,GRMZM2G393337,umc2286,,,,Chr4,"204,205,739","204,209,741",
Zm00001d053923,GRMZM2G060451,umc2288,,,,Chr4,"243,656,212","243,665,866",
Zm00001d012847,GRMZM2G013200,umc2291,,,,Chr5,"1,077,775","1,079,269",
Zm00001d012816,GRMZM2G022054,umc2292,,,,Chr5,"789,953","792,448",
Zm00001d013619,,umc2293,,,,Chr5,"15,654,693","15,655,013",
Zm00001d014518,GRMZM2G477846,umc2296,,,,Chr5,"51,381,400","51,381,678",
Zm00001d014719,GRMZM2G347721,umc2297,,,,Chr5,"60,365,097","60,376,417",
Zm00001d015375,GRMZM2G427468,umc2298,,,,Chr5,"87,032,284","87,032,724",
Zm00001d015431,GRMZM2G138527,umc2299,,,,Chr5,"89,677,689","89,677,964",
Zm00001d015527,GRMZM2G037308,umc2300,,,,Chr5,"96,005,409","96,009,168",
Zm00001d017032,GRMZM2G109959,umc2303,,,,Chr5,"183,210,400","183,211,160",
Zm00001d017719,GRMZM2G054201,umc2306,,,,Chr5,"205,105,870","205,106,370",
Zm00001d018491,GRMZM5G879872,umc2307,,,,Chr5,"221,714,098","221,714,640",
Zm00001d018487,GRMZM5G848768,umc2308,,,,Chr5,"221,688,156","221,691,939",
Zm00001d034970,GRMZM2G021784,umc2309,,,,Chr6,"388,280","393,342",
Zm00001d034978,GRMZM2G059836,umc2310,,,,Chr6,"669,527","670,473",
Zm00001d035447,GRMZM2G036908,umc2311,,,,Chr6,"25,987,801","25,991,237",
Zm00001d036196,GRMZM2G063462,umc2313,,,,Chr6,"76,728,367","76,733,964",
Zm00001d035657,GRMZM2G069162,umc2314,,,,Chr6,"39,658,985","39,661,441",
Zm00001d035659,GRMZM2G430807,umc2315,,,,Chr6,"39,829,333","39,830,358",
Zm00001d036879,GRMZM2G137569,umc2316,,,,Chr6,"105,515,248","105,521,341",
